bluetooth,brand,clavier,lieu_fabrication,frequence,lecteur_empreinte,lecteur_carte_memoire,RAM,nb_coeurs,norme_wifi,poids,price,processeur,product_type,OS,taille_ecran,type_resolution,webcam,model_CG,marque_CG,tactile,longueur,hauteur,profondeur,resolution1,resolution2,SSD,HDD,eMMC
5,APPLE,standard,Chine,1.6,Non,Non,4,2.0,WIFI 6 (AX),1.8,299,INTEL CORE I5,"Ordinateur APPLE APPLE Pro 13"" 2011 i5 2.3Ghz 16GB 320GB HDD Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,0,320,0
5,ACER,standard,Chine,2.5,Non,Non,8,4.0,WIFI 6 (AX),2.7,899,INTEL CORE I5,PC Gamer ACER Ordinateur portable 17.3'' FHD I5 8Go 51,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,40.4,2.4,28.0,1920,1080,512,0,0
5,APPLE,standard,Chine,1.333,Non,Non,8,3.0,WIFI 6 (AX),1.8,439,INTEL M3 8100Y,"Ordinateur APPLE APPLE Retina, 12"" 2016 M3 8GB 256GB SSD Reconditionné",Mac,12.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1366,768,256,0,0
4.2,HP,standard,Chine,2.3,Non,Oui,8,2.0,WIFI 5 (N/AC),1.7,415,AMD,Ordinateur portable HP 15-gw0000nf,Windows,15.6,Full HD,Non,NULL,NULL,False,24.2,35.85,1.99,1366,768,0,0,0
5,APPLE,standard,Chine,1.333,Non,Non,8,2.0,WIFI 6 (AX),1.8,684,INTEL CORE I7,"Ordinateur APPLE APPLE Pro 15"" 2011 i7 2.0Ghz 8GB 750GB HDD Reconditionné",Mac,15.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1680,1050,0,750,0
4.2,LENOVO,standard,Taïwan,2.4,Non,Oui,8,2.0,WIFI 5 (N/AC),5.0,299,INTEL CORE I3,Ordinateur portable reconditionné LENOVO ThinkPad 13 (2nd Gen) - 8Go - SSD 256Go Reconditionné,Windows,13.3,HD,Oui,ORIGINE,ORIGINE,False,22.5,2.39,32.3,1366,768,256,0,0
5.2,ASUS,rétroéclairé,Chine,3.5,Non,Oui,16,14.0,WIFI 6 (AX),1.9,2299,INTEL CORE I7,PC Gamer ASUS ZEPHYRUS-M16-GU603ZM-077W,Windows,16.0,WUXGA,Oui,NVIDIA_GEFORCE,NVIDIA,False,2.3,24.3,35.5,1920,1200,1000,0,0
5,MICROSOFT,détachable,Chine,1.3,Non,Oui,8,2.0,WIFI 6 (AX),0.54,679,INTEL CORE I3,PC Hybride MICROSOFT Surface Go 3 10' I3/8/128 Noir,Windows,13.3,Full HD,Oui,INTEL_DG1,INTEL,True,17.5,24.5,0.83,1920,1280,128,0,0
5,MACBOOK,standard,Chine,1.4,Non,Non,4,2.0,WIFI 5 (N/AC),1.4,570,INTEL CORE I5,MACBOOK MacBook Air 2014 13' i5 4Go 256SSD Reconditionné,Mac,13.3,HD,Oui,ORIGINE,ORIGINE,False,32.5,1.7,22.7,1440,900,256,0,0
4,APPLE,rétroéclairé,France,2.0,Non,Non,8,4.0,WIFI 4 (N),2.0,579,INTEL CORE I7,APPLE Retina 15'' 2013 i7 2 Ghz 8 Go 1 To Reconditionné,Mac,15.4,Retina,Oui,ORIGINE,ORIGINE,False,35.89,1.8,24.71,2880,1800,1000,0,0
5,APPLE,standard,Chine,1.333,Non,Non,8,2.0,WIFI 6 (AX),1.8,669,INTEL CORE I7,"Ordinateur APPLE APPLE Pro 15"" 2011 i7 2.0Ghz 8GB 128GB SSD Reconditionné",Mac,15.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1680,1050,0,120,0
5,APPLE,rétroéclairé,France,2.6,Oui,Non,16,6.0,WIFI 4 (N),1.8,1269,INTEL CORE I7,"APPLE TouchBar 15'' 2019 i7 2,6Ghz 16Go 256 Go Reconditionné",Mac,15.4,Retina,Oui,ORIGINE,ORIGINE,False,34.93,1.55,24.07,2880,1800,256,0,0
5,LENOVO,standard,Chine,2.1,Non,Oui,8,6.0,WIFI 6 (AX),2.1,517,AMD RYZEN 5,Ordinateur portable LENOVO Ideapad 3 17ALC6-775 Reconditionné,Windows,17.3,HD,Oui,AMD_RADEON,AMD,False,27.4,39.9,1.99,1600,900,512,0,0
4,MACBOOK,nc,Chine,2.3,Non,Oui,8,4.0,WIFI 4 (N),2.0,649,INTEL CORE I5,Portable MACBOOK Pro 15.4Retina 2.7 16Go 512SSD ME665F/A Reconditionné,Mac,15.4,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,35.8,1.8,24.7,2880,1800,0,0,0
5,ASUS,rétroéclairé,Chine,3.0,Non,Oui,16,8.0,WIFI 6 (AX),1.9,1399,AMD RYZEN 7,Ordinateur portable ASUS Vivobook Pro S3500QC-L1295W Gris,Windows,15.6,OLED,Oui,NVIDIA_GEFORCE,NVIDIA,False,2.0,23.5,36.0,1920,1080,512,0,0
5.1,LG,rétroéclairé,Corée du Sud,3.4,Oui,Oui,16,12.0,WIFI 6 (AX),1.4,1899,INTEL CORE I7,Ordinateur portable LG GRAM 17Z90Q-G.AA79F,Windows,17.0,WQXGA,Oui,INTEL_IRIS,INTEL,False,25.9,37.9,1.8,2560,1600,1000,0,0
5,MACBOOK,rétroéclairé,Irlande,3.2,Non,Oui,64,10.0,WIFI 6 (AX),2.2,4309,PUCE APPLE M1 MAX,Ordinateur Apple MACBOOK CTO Pro 16 M1 Max 64Go 1To SSD gris,Mac,16.0,Retina,Oui,ORIGINE,ORIGINE,False,35.57,1.68,24.81,3456,2234,1000,0,0
5,MACBOOK,rétroéclairé,Chine,2.8,Non,Oui,8,2.0,WIFI 5 (N/AC),1.6,384,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Pro Retina 13 i5 2,8 Ghz 256Go Reconditionné",No OS,13.3,Retina,Oui,NULL,NULL,False,31.4,1.9,21.9,2560,1600,256,0,0
5,MACBOOK,standard,Chine,1.6,Non,Non,8,4.0,WIFI 5 (N/AC),2.0,339,INTEL CORE I5,"Ordinateur Apple MACBOOK Air 11"" 2012 i5 1.7Ghz 8GB 128GB SSD Reconditionné",Mac,11.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.0,5.0,20.0,1366,768,128,0,0
4.2,HP,standard,Chine,1.1,Non,Non,8,2.0,WIFI 5 (N/AC),2.1,499,INTEL CELERON,Ordinateur portable HP 17-cn0418nf,Windows,17.3,HD+,Non,ORIGINE,ORIGINE,False,40.07,1.99,25.78,1600,900,256,0,0
5.2,MSI,rétroéclairé,Chine,1.7,Non,Oui,8,10.0,WIFI 6 (AX),1.4,925,INTEL CORE I7,"PC Gamer MSI MODERN 14 C12M-002XFR - 14""",FreeDOS,14.0,Full HD,Oui,INTEL_IRIS,INTEL,False,31.99,1.93,22.3,1920,1080,512,0,0
4,DELL,standard,Taïwan,2.4,Non,Oui,8,2.0,WIFI 5 (N/AC),5.0,319,INTEL CORE I5,Ordinateur portable reconditionné DELL Latitude E7470 - 8Go - SSD 256Go - Tacti Reconditionné,Windows,14.0,QHD,Oui,ORIGINE,ORIGINE,False,23.2,2.39,33.5,2560,1440,256,0,0
5,MICROSOFT,standard,Chine,1.3,Non,Non,8,4.0,WIFI 6 (AX),1.3,1449,INTEL CORE I5,Ordinateur portable MICROSOFT Surface Laptop 5 13'' i5/8/512 Vert,Windows,13.5,Full HD,Oui,INTEL_IRIS,INTEL,False,22.3,30.8,1.45,2256,1504,512,0,0
5,HP,rétroéclairé,Chine,0.0,Non,Non,32,8.0,WIFI 6 (AX),2.3,2199,INTEL CORE I7,PC Gamer HP OMEN 16-b0025nf,Windows,16.1,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,36.92,2.3,24.8,1920,1080,1000,0,0
5,LENOVO,standard,Chine,3.0,Non,Oui,8,2.0,WIFI 5 (N/AC),1.5,499,INTEL CORE I3,PC Hybride LENOVO Flex 5 14ITL05-437,Windows,13.3,Full HD,Non,ORIGINE,ORIGINE,True,21.75,32.22,2.09,1920,1080,256,0,0
5.2,MSI,rétroéclairé,Chine,2.4,Non,Non,16,8.0,WIFI 6 (AX),2.2,2899,INTEL CORE I7,PC Gamer MSI Creator Z16 A11UE-003FR,Windows,16.0,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,35.9,25.6,1.61,2560,1440,1000,0,0
5,MICROSOFT,rétroéclairé,Chine,2.0,Non,Non,8,8.0,WIFI 6 (AX),1.5,1449,AMD RYZEN 7,Ordinateur portable MICROSOFT Surface Laptop 4 15 R7 8 256,Windows,13.3,QHD,Oui,AMD_RADEON,AMD,True,24.4,33.9,1.45,2496,1664,512,0,0
4.2,ASUS,rétroéclairé,Chine,3.3,Non,Oui,16,4.0,WIFI 5 (N/AC),1.9,1299,INTEL CORE I7,Portable ASUS S3500PC-L1034T OLED Numpad,Windows,15.6,OLED,Oui,NVIDIA_GEFORCE,NVIDIA,False,2.0,23.5,36.0,1920,1080,1000,0,0
4,MACBOOK,nc,Chine,2.3,Non,Oui,8,4.0,WIFI 5 (N/AC),2.0,919,INTEL CORE I5,Portable MACBOOK Pro retina 15 2.2ghz 16go 256go Reconditionné,Mac,15.4,Full HD,Non,NULL,NULL,False,35.89,1.8,24.71,2880,1800,0,0,0
5.2,MSI,rétroéclairé,Chine,2.3,Non,Oui,16,14.0,WIFI 6E,2.8,2759,INTEL CORE I7,PC Gamer MSI Stealth GS77 12UGS-004FR,Windows,17.3,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,39.7,2.0,28.3,2560,1440,1000,0,0
5,MACBOOK,standard,Chine,1.6,Non,Non,8,2.0,WIFI 5 (N/AC),2.0,339,INTEL CORE I5,"Ordinateur Apple MACBOOK Air 13"" 2015 i5 1.6Ghz 8GB 128GB SSD Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.0,5.0,20.0,1440,900,128,0,0
5,ACER,standard,Taïwan,1.3,Non,Non,8,4.0,WIFI 6 (AX),5.0,759,INTEL CORE I7,Ordinateur portable reconditionné ACER Aspire 5 A514-53-72BS Reconditionné,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,23.6,2.39,32.8,1920,1080,512,0,0
5,MACBOOK,standard,Chine,2.0,Non,Non,8,4.0,WIFI 4 (N),2.0,359,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Alu 13"" C2D 2 Ghz 320Go 2008 Reconditionné",Mac,13.3,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,32.46,2.41,22.7,1280,800,0,0,0
5.2,MSI,rétroéclairé,Chine,1.7,Non,Oui,8,10.0,WIFI 6 (AX),1.7,975,INTEL CORE I7,PC Gamer MSI Modern 15 B12M-007XFR,FreeDOS,15.6,Full HD,Oui,INTEL_IRIS,INTEL,False,35.9,1.99,24.1,1920,1080,512,0,0
5,MICROSOFT,standard,Chine,1.0,Oui,Non,8,4.0,WIFI 6 (AX),1.1,962,INTEL CORE I5,Ordinateur portable MICROSOFT Laptop Go 12.5 I5 8 128 Bleu Glacier,Windows,13.3,HD,Oui,ORIGINE,ORIGINE,True,20.6,27.8,1.57,1680,1050,128,0,0
5,APPLE,standard,Chine,1.333,Non,Non,4,4.0,WIFI 6 (AX),1.8,649,INTEL CORE I7,"Ordinateur APPLE APPLE Pro 15"" 2011 i7 2Ghz 4GB 500GB Reconditionné",Mac,15.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1680,1050,0,500,0
5,LENOVO,standard,Chine,2.1,Non,Oui,8,2.0,WIFI 5 (N/AC),1.7,594,INTEL CORE I3,LENOVO Ordinateur portable 15.6'' FullHD I3 8Go,Windows,15.6,Full HD,Oui,INTEL_UHD,INTEL,False,36.2,1.9,25.3,1920,1080,256,0,0
5,ASUS,rétroéclairé,Chine,1.1,Non,Oui,8,2.0,WIFI 5 (N/AC),1.5,399,INTEL M3 8100Y,Chromebook ASUS Pack C433TA,Chrome,13.3,Full HD,Oui,ORIGINE,ORIGINE,True,1.7,20.7,32.1,1920,1080,0,0,128
4.2,ACER,standard,Taïwan,1.1,Non,Oui,4,4.0,WIFI 5 (N/AC),5.0,309,INTEL PENTIUM,Ordinateur portable reconditionné ACER Chromebook CB514-1H-P76S Reconditionné,Chrome,14.0,HD,Oui,ORIGINE,ORIGINE,False,23.2,2.39,32.3,1366,768,0,0,0
5,APPLE,standard,Chine,1.6,Non,Non,4,2.0,WIFI 6 (AX),1.8,259,INTEL CORE I5,"Ordinateur APPLE APPLE Air 13"" 2012 i5 1.8Ghz 4GB 256GB SSD Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,256,0,0
5.2,MSI,rétroéclairé,Chine,2.3,Oui,Oui,16,8.0,WIFI 6E,2.2,2127,INTEL CORE I7,PC Gamer MSI Creator Z16 Hiroshi Fujiwara-261FR,Windows,16.0,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.9,25.6,1.59,2560,1600,1000,0,0
5,LENOVO,rétroéclairé,Chine,3.2,Non,Non,16,8.0,WIFI 6 (AX),2.2,899,AMD RYZEN 7,PC Gamer LENOVO Ideapad Gaming 3 15ACH6,Windows,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.96,25.2,24.2,1920,1080,512,0,0
5,ASUS,standard,Chine,2.8,Oui,Oui,16,4.0,WIFI 6 (AX),1.4,1499,INTEL CORE I7,Chromebook ASUS CX9400CEA-HU0039 Numpad,Chrome,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,1.6,20.49,32.22,1920,1080,512,0,0
5,MACBOOK,rétroéclairé,Chine,2.3,Oui,Non,8,4.0,WIFI 5 (N/AC),1.8,1519,INTEL CORE I5,Ordinateur Apple MACBOOK Pro 15 Touch Bar I9 512 Gris Sideral Reconditionné,Mac,15.4,Full HD,Non,AMD_RADEON,AMD,False,34.93,1.55,24.07,2880,1800,0,0,0
5,LENOVO,rétroéclairé,Chine,2.4,Non,Oui,8,4.0,WIFI 6 (AX),1.5,899,INTEL CORE I5,Chromebook LENOVO IdeaPad 5 CB 14ITL6,Chrome,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,22.1,32.4,1.66,1920,1080,512,0,0
5,LENOVO,standard,Chine,2.1,Non,Oui,8,6.0,WIFI 5 (N/AC),2.1,689,AMD RYZEN 5,LENOVO Ordinateur portable 17.3'' Ryzen5 8Go 25,Windows,17.3,HD+,Oui,AMD_RADEON,AMD,False,39.9,27.4,1.99,1600,900,256,0,0
4,APPLE,rétroéclairé,France,2.7,Non,Non,8,2.0,WIFI 4 (N),1.6,649,INTEL CORE I5,"APPLE Retina 13'' 2015 i5 2,7 Ghz 8 Go 1 To Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,31.4,1.9,21.9,2560,1600,1000,0,0
5.2,MSI,rétroéclairé,Chine,1.8,Oui,Oui,16,14.0,WIFI 6E,1.7,1535,INTEL CORE I7,PC Gamer MSI Prestige 15 A12UC-027XFR,FreeDOS,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.68,1.89,23.37,1920,1080,512,0,0
4.2,MACBOOK,rétroéclairé,Chine,2.3,Non,Non,8,4.0,WIFI 5 (N/AC),0.92,838,INTEL CORE I5,Ordinateur Apple MACBOOK 12p 256Go Gris Sid. m3 1.2GHZ Reconditionné,Mac,12.0,Full HD,Non,NULL,NULL,False,28.05,1.31,19.65,2304,1440,0,0,0
4.1,ASUS,standard,Chine,2.4,Non,Non,8,4.0,WIFI 5 (N/AC),1.8,599,INTEL CORE I5,Ordinateur portable ASUS Pack R515EA-BQ2041W,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,2.0,23.5,36.0,1920,1080,512,0,0
5.2,MSI,rétroéclairé,Chine,2.5,Non,Oui,8,12.0,WIFI 6 (AX),2.2,1189,INTEL CORE I5,PC Gamer MSI Katana GF66 12UC-052FR,Windows,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.9,2.49,25.9,1920,1080,512,0,0
5.2,MSI,rétroéclairé,Chine,3.2,Non,Oui,16,8.0,WIFI 6 (AX),1.9,1645,AMD RYZEN 7,PC Gamer MSI Delta 15 A5EFK-092FR,Windows,15.6,Full HD,Oui,AMD_RADEON,AMD,False,35.7,1.9,24.7,1920,1080,512,0,0
5,MICROSOFT,standard,Chine,2.6,Non,Non,16,4.0,WIFI 6 (AX),1.8,1899,INTEL CORE I5,PC Hybride MICROSOFT Surface Laptop Studio I5/16/512 Platine,Windows,14.5,Full HD,Oui,INTEL_IRIS,INTEL,False,22.8,32.3,0.19,2400,1600,512,0,0
5,HP,rétroéclairé,Chine,2.3,Oui,Oui,8,6.0,WIFI 5 (N/AC),2.0,639,AMD RYZEN 5,Ordinateur portable HP ENVY x360 15-ee0002nf Reconditionné,Windows,13.3,Full HD,Non,AMD_RADEON,AMD,True,23.0,35.8,1.89,1920,1080,512,0,0
5.1,HONOR,rétroéclairé,Chine,2.1,Oui,Non,8,6.0,WIFI 6 (AX),1.5,733,AMD RYZEN 5,Ordinateur portable HONOR MagicBook 15 R5 5500U 8+512,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,22.99,35.78,1.69,1920,1080,512,0,0
4,APPLE,rétroéclairé,France,2.6,Non,Non,8,4.0,WIFI 4 (N),2.0,599,INTEL CORE I7,"APPLE Retina 15'' 2013 i7 2,6 Ghz 8 Go 256 Go Reconditionné",Mac,15.4,Retina,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.89,1.8,24.71,2880,1800,256,0,0
5,APPLE,rétroéclairé,France,1.4,Oui,Non,8,4.0,WIFI 5 (N/AC),1.4,1299,INTEL CORE I5,"APPLE TouchBar 13'' 2019 i5 1,4Ghz 8 Go 512 Go Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.49,21.24,2560,1600,512,0,0
5,ORDISSIMO,nc,Chine,2.0,Non,Non,2,2.0,WIFI 4 (N),1.4,379,INTEL PENTIUM,Ordinateur portable ORDISSIMO senior Agathe 2,OS Ordissimo,14.0,LCD,Non,ORIGINE,ORIGINE,False,24.0,24.0,1.7,1366,768,0,0,32
5,MACBOOK,standard,Chine,1.3,Non,Non,4,2.0,WIFI 5 (N/AC),1.4,243,INTEL CORE I5,MACBOOK MacBook Air 2013 13' i5 4Go 128SSD Reconditionné,Mac,13.3,HD,Oui,ORIGINE,ORIGINE,False,32.5,1.7,22.7,1366,768,128,0,0
5.1,LENOVO,rétroéclairé,Chine,3.2,Non,Oui,16,8.0,WIFI 6 (AX),1.9,1899,AMD RYZEN 7,Ordinateur portable LENOVO Ideapad 5 Pro 16ARH7,Windows,16.0,WQXGA,Oui,NVIDIA_GEFORCE,NVIDIA,False,25.1,35.6,1.8,2560,1600,1000,0,0
5.2,MSI,rétroéclairé,Chine,2.3,Non,Oui,16,14.0,WIFI 6E,2.2,1999,INTEL CORE I7,PC Gamer MSI CREATOR Z16 A12UET-002FR,Windows,16.0,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.9,1.59,25.6,2560,1600,512,0,0
5,APPLE,standard,Chine,2.3,Non,Non,8,2.0,WIFI 5 (N/AC),1.8,614,INTEL CORE I7,"Ordinateur APPLE APPLE MacBook Air 13""I5 1,6 GHz 512 Go Reconditionné",Mac,13.3,Full HD,Non,NULL,NULL,False,30.41,2.39,22.4,1440,900,0,0,0
5,ASUS,rétroéclairé,Chine,2.5,Non,Oui,32,14.0,WIFI 6 (AX),2.4,3999,INTEL CORE I9,Ordinateur portable ASUS Zenbook UX7602ZM-ME062X Noir,Windows,13.3,OLED,Oui,NVIDIA_GEFORCE,NVIDIA,True,1.8,25.1,35.5,3840,2400,1000,0,0
5,MACBOOK,rétroéclairé,Chine,3.3,Non,Oui,16,10.0,WIFI 6 (AX),2.1,2979,PUCE APPLE M1 PRO,Ordinateur Apple MACBOOK Pro 16 M1 Pro 1To Argent,Mac,16.0,Retina,Oui,ORIGINE,ORIGINE,False,35.57,1.68,24.81,3456,2234,1000,0,0
5,MACBOOK,rétroéclairé,Chine,2.9,Oui,Non,8,2.0,WIFI 5 (N/AC),1.4,869,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Pro Touch Bar 13 i5 2,9Ghz 256Go Reconditionné",No OS,13.3,Retina,Oui,NULL,NULL,False,30.41,1.49,21.24,2560,1600,256,0,0
5,MACBOOK,rétroéclairé,Chine,3.1,Oui,Non,8,8.0,WIFI 6 (AX),1.3,999,PUCE APPLE M1,Ordinateur Apple MACBOOK AIR New M1 8 256 Argent,Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.61,21.24,2560,1600,256,0,0
5,HP,rétroéclairé,Chine,4.6,Non,Non,16,8.0,WIFI 6 (AX),2.5,1099,INTEL CORE I7,PC Gamer HP 16-d0143nf,Windows,16.1,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,37.0,2.35,26.0,1920,1080,1000,0,0
5.2,MSI,rétroéclairé,Chine,1.8,Oui,Oui,8,14.0,WIFI 6E,1.7,1429,INTEL CORE I7,PC Gamer MSI Prestige 15 A12SC-033XFR,FreeDOS,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.68,1.89,23.37,1920,1080,512,0,0
4,APPLE,rétroéclairé,France,2.7,Non,Non,16,2.0,WIFI 4 (N),1.6,524,INTEL CORE I5,"APPLE Retina 13'' 2015 i5 2,7 Ghz 16 Go 256 Go Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,31.4,1.9,21.9,2560,1600,256,0,0
5,ACER,rétroéclairé,Chine,1.0,Non,Oui,16,8.0,WIFI 6 (AX),1.7,1419,INTEL CORE I7,PC Gamer ACER CN314-72G-7815,Windows,14.0,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,32.6,22.9,17.9,1920,1080,512,0,0
5.2,HP,rétroéclairé,Chine,2.3,Oui,Non,8,6.0,WIFI 6 (AX),1.3,999,AMD RYZEN 5,Portable HP 13-ay1045nf,Windows,13.3,Full HD,Oui,ORIGINE,ORIGINE,False,30.65,1.64,19.46,1920,1080,512,0,0
4.1,ASUS,standard,Chine,1.1,Non,Non,4,4.0,WIFI 5 (N/AC),1.4,399,INTEL PENTIUM,Ordinateur portable ASUS E510MA-EJ355WS,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,1.8,23.6,36.0,1920,1080,0,0,128
5.1,ACER,rétroéclairé,Chine,3.1,Non,Non,16,4.0,WIFI 6 (AX),1.7,1199,INTEL CORE I5,PC Gamer ACER Predator Triton 300 SE PT314-51s-54,Windows,14.0,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,32.3,22.8,1.79,1920,1080,512,0,0
5,MACBOOK,rétroéclairé,Chine,3.3,Non,Oui,16,10.0,WIFI 6 (AX),1.6,2749,PUCE APPLE M1 PRO,Ordinateur Apple MACBOOK Pro 14 M1 Pro 1To Gris Sideral,Mac,14.0,Retina,Oui,ORIGINE,ORIGINE,False,31.26,1.55,22.12,3024,1964,1000,0,0
5,MACBOOK,rétroéclairé,Chine,2.8,Oui,Non,16,8.0,WIFI 6 (AX),1.3,1299,PUCE APPLE M1,Ordinateur Apple MACBOOK CTO Air New M1 16 256Go Gris Sideral,Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.61,21.24,2560,1600,256,0,0
5,HP,rétroéclairé,Chine,2.3,Non,Oui,8,8.0,WIFI 5 (N/AC),3.3,941,INTEL CORE I5,PC Gamer HP OMEN 17-cb0006nf Reconditionné,Windows,17.3,Full HD,Non,NULL,NULL,False,40.5,2.7,29.5,1920,1080,0,0,0
5.2,ASUS,rétroéclairé,Chine,2.3,Non,Non,16,10.0,WIFI 6 (AX),2.0,1799,INTEL CORE I7,PC Gamer ASUS DASH-TUF517ZM-HN132W,Windows,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,2.8,25.2,35.5,1920,1080,1000,0,0
5.1,ACER,standard,Chine,2.4,Non,Non,8,4.0,WIFI 6 (AX),1.4,779,INTEL CORE I5,Ordinateur portable ACER Aspire A514-54-56SR Reconditionné,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,22.3,32.8,1.8,1920,1080,512,0,0
4,LENOVO,standard,Taïwan,2.4,Non,Oui,8,2.0,WIFI 5 (N/AC),1.8,389,INTEL CORE I7,Ordinateur portable reconditionné LENOVO ThinkPad T560 - 8Go - SSD 256Go Reconditionné,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,25.8,2.39,38.0,1920,1080,256,0,0
5,APPLE,rétroéclairé,France,2.7,Oui,Non,8,4.0,WIFI 5 (N/AC),1.4,1369,INTEL CORE I7,"APPLE TouchBar 13'' 2018 i7 2,7Ghz 8 Go 256 Go Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.49,21.24,2560,1600,256,0,0
4,HP,standard,Chine,2.0,Non,Non,8,15.0,WIFI 4 (N),1.7,418,INTEL CORE I5,HP EliteBook 840 G2 - 8Go - SSD 256Go Reconditionné,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1920,1080,256,0,0
5,MACBOOK,standard,Chine,2.7,Non,Oui,8,4.0,WIFI 4 (N),2.0,599,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Pro Retina 15 i7 2,7 Ghz 256Go Reconditionné",Mac,15.4,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,35.89,1.8,24.71,2880,1800,0,0,0
4,HP,standard,Chine,4.0,Non,Non,8,15.0,WIFI 4 (N),2.3,381,AMD,HP ProBook 655 G3 - 8Go - SSD 256Go Reconditionné,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1920,1080,256,0,0
4,HP,standard,Chine,2.0,Non,Non,8,15.0,WIFI 5 (N/AC),1.9,456,INTEL CORE I5,HP EliteBook 850 G3 - 8Go - SSD 512Go Reconditionné,Windows,15.6,HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1366,768,512,0,0
4.1,ASUS,standard,Chine,2.3,Non,Oui,1,8.0,WIFI 5 (N/AC),1.4,297,INTEL CORE I7,Chromebook ASUS C523NA-A20033 Reconditionné,Chrome,13.3,Full HD,Non,NULL,NULL,True,1.61,35.8,24.8,1920,1080,0,0,0
4.1,PACKARD BELL,standard,Chine,1.1,Non,Non,8,4.0,WIFI 5 (N/AC),1.9,449,INTEL PENTIUM,Ordinateur portable PACKARD BELL B315-34-P4DX,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,25.0,36.3,2.0,1920,1080,128,0,0
5.2,MSI,rétroéclairé,Chine,2.5,Oui,Oui,64,14.0,WIFI 6E,2.1,6372,INTEL CORE I9,PC Gamer MSI Stealth GS66 12UH-045FR,Windows,15.6,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.8,1.98,24.8,2560,1440,2000,0,0
5.1,ACER,rétroéclairé,Chine,3.3,Non,Non,16,4.0,WIFI 6 (AX),1.7,1559,INTEL CORE I7,PC Gamer ACER Predator PT314-51s-77SS Reconditionné,Windows,14.0,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,32.3,22.8,1.79,1920,1080,1000,0,0
5,MACBOOK,rétroéclairé,Chine,0.0,Oui,Non,8,8.0,WIFI 6 (AX),1.2,1299,PUCE APPLE M2,Ordinateur Apple MACBOOK AIR M2 8 256 Argent,Mac,13.6,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.13,21.5,2560,1664,256,0,0
